C,Si,Mn,Cr,Sn,Cu,Ni,Mo,thickness ,ferrite,perlite ,carbides ,martensite ,ausferrite ,austenite ,copper,CLASS,perlit,węgliki,martenzyt,ausferryt,austenit,Wolna miedź,SUMA,ferryt,perlit.1,węgliki.1,martenzyt.1,ausferryt.1,austenit.1,Wolna miedź.1,kontrolka,Unnamed: 32,ferryt.1,ferryt.2,perlit.2,węgliki.2,martenzyt.2,ausferryt.2,austenit.2,Wolna miedź.2,Unnamed: 41
3.9,2.33,0.424,0.0,0.001,0.0,1.44,0.11,3,16.2,0.0,0.0,0,100,0,0,AN,94.95399,5.039103,7.258179,100.0,0.727567,0.0,46.3021,9,100,5,99,97,0,0,100,,2.2e-05,2.2e-05,0.004045,8.252766,2.964836,4.40808,98.07675,0.172583,124.37929
3.16,2.41,0.02,0.0,0.0,3.41,7.6,0.0,3,1.3,99.0,0.0,0,0,4,0,AF,69.007652,9.577462,95.98867,98.40191,2.917554,0.0,127.81888,5,23,0,18,97,0,0,101,,2.2e-05,2.2e-05,94.95399,7.485118,4.23392,2.07743,98.07675,0.001533,134.93225
2.89,2.33,0.174,0.0,0.001,0.0,0.0,0.0,24,4.9,19.0,0.0,0,2,0,0,M,73.275893,13.169853,6.757292,0.0,2.350219,0.049347,117.58873,0,2,0,5,97,5,0,100,,45.222314,2.2e-05,94.95399,0.00138,7.258756,17.51667,54.85483,0.045926,84.5742
2.73,2.31,0.463,0.03,0.0,0.0,0.0,0.08,8,0.0,23.1,0.0,0,14,38,0,FP,42.664011,1.53312,0.00044,23.93005,4.383865,0.0,82.04996,12,8,0,99,1,98,0,100,,2.2e-05,5.383158,0.004045,3.073911,0.00044,0.0,4.666994,0.196712,109.9281
3.19,2.22,0.082,0.0,0.0,0.02,1.48,0.0,10,0.0,24.7,2.6,7,0,0,0,FP,24.530285,5.858662,0.00044,17.3356,45.676955,0.0,94.00269,12,0,0,97,75,0,0,120,,23.110887,3.808344,12.006974,4.132501,95.98867,0.0,5.903894,0.050206,80.02297
2.9,2.73,0.185,0.0,0.0,0.11,0.0,0.29,9,0.0,24.4,0.0,0,0,4,0,M,17.086734,0.00138,0.451925,0.0,0.000289,0.0,85.29505,7,0,0,0,0,98,0,106,,11.873589,2.2e-05,25.076043,9.242054,95.98867,0.0,5.805816,0.0,127.24665
2.95,2.28,0.274,0.0,0.003,0.03,9.64,1.32,11,3.6,23.7,0.0,0,83,7,0,AF,0.004045,0.00138,0.00044,100.0,5.305137,0.047232,114.47311,175,20,0,0,97,98,0,100,,2.2e-05,3.93865,16.965396,14.318777,0.00044,8.24077,0.000289,0.138105,85.9295
3.22,2.34,0.09,0.05,0.004,0.0,6.4,1.59,12,0.0,6.7,1.3,26,0,2,0,AN,34.312814,16.545029,6.525395,12.69762,5.19347,0.0,126.51788,39,0,0,46,70,98,0,102,,13.776641,2.2e-05,5.091109,9.282856,3.799217,23.30425,98.07675,0.0,101.50949
3.74,2.44,0.304,0.0,0.0,0.0,1.25,0.0,8,2.8,0.0,14.4,0,0,4,0,AN,3.495644,1.426113,5.248908,7.91702,0.000289,0.115282,69.30807,0,15,0,4,91,2,0,100,,62.46501,5.285981,22.873989,0.00138,5.351326,16.78566,98.07675,0.127591,105.61422
2.91,2.48,0.06,0.14,0.0,0.0,0.0,0.15,10,3.5,0.0,3.8,0,0,1,0,AN,4.278571,4.321847,95.98867,5.52553,0.000289,0.001051,124.09218,8,6,0,99,0,1,0,107,,2.2e-05,2.716998,0.004045,9.279582,95.98867,100.0,53.56316,0.564258,85.09638
3.03,2.73,0.135,0.0,0.0,0.44,0.0,1.97,7,0.0,0.0,0.9,0,100,1,0,AN,7.296679,0.091278,2.179188,84.08632,0.000289,0.050478,77.46196,0,0,11,0,17,4,0,100,,2.2e-05,2.296236,59.382888,13.514805,95.98867,17.24511,0.000289,0.128087,80.02297
4.07,2.22,0.02,0.0,0.0,0.0,17.48,0.0,15,2.5,26.5,0.7,1,61,2,0,M,51.01982,57.12141,95.98867,4.04667,0.000289,0.0,78.62201,1,0,0,0,97,6,0,100,,2.2e-05,0.187082,23.347263,10.921775,3.912861,24.37117,6.062322,0.0,92.92769
3.99,2.38,0.02,0.15,0.003,0.2,0.0,0.93,11,5.3,0.0,0.0,0,0,0,0,AN,63.783399,0.00138,0.00044,23.65114,0.000289,0.0,93.91544,3,0,0,48,0,60,0,100,,25.734493,2.2e-05,61.828767,0.00138,0.369065,0.0,0.000289,0.005367,107.47407
2.87,2.32,0.404,0.0,0.0,0.0,0.24,0.0,19,3.5,0.0,0.0,0,0,5,0,M,0.004045,6.615044,0.00044,0.0,0.000289,0.0198,116.52094,0,13,4,12,0,4,0,100,,2.2e-05,0.061048,94.95399,7.936424,95.98867,14.48367,0.000289,0.071761,97.92821
3.18,2.73,0.02,0.0,0.0,0.0,21.04,0.0,15,0.0,0.0,1.6,0,17,4,0,M,13.283384,4.208977,5.196503,99.38908,3.925231,0.14084,141.16363,1,10,3,4,0,3,0,100,,2.826947,0.175184,0.004045,0.00138,95.98867,20.65993,98.07675,0.0,95.10189
3.8,2.43,0.02,0.0,0.005,0.0,16.91,0.0,3,1.5,24.6,4.3,0,0,0,0,M,61.754412,4.298288,2.712165,8.8134,3.056022,0.0,35.60635,0,96,0,7,97,71,0,100,,2.2e-05,2.096042,6.268521,0.00138,95.98867,10.17953,0.000289,0.042616,88.67204
3.73,2.44,0.02,0.0,0.0,0.26,2.59,0.0,17,0.0,99.0,0.5,3,9,5,0,M,3.648105,5.080672,4.668152,19.44343,3.545174,0.059348,113.80362,0,0,0,7,9,0,0,100,,2.2e-05,2.2e-05,2.369967,8.138876,4.477009,19.49627,0.000289,0.17548,80.02297
2.83,2.29,0.332,2.08,0.0,0.0,0.0,0.05,3,62.2,0.0,0.0,91,0,6,0,AN,0.004045,2.764292,7.815468,0.0,0.000289,0.205344,140.83678,0,26,0,99,80,1,0,105,,5.907689,5.465146,65.224849,0.00138,4.867754,0.0,0.000289,0.18797,108.51035
3.57,2.31,0.02,0.0,0.0,0.35,2.42,0.05,15,1.1,24.3,0.0,0,0,87,0,M,3.07823,7.264006,6.82261,0.0,0.000289,0.042069,131.49111,0,0,0,99,14,2,0,100,,62.46501,5.969122,12.189061,4.223665,0.00044,0.0,0.000289,0.164884,80.02297
3.02,2.73,0.218,0.31,0.0,0.0,0.0,0.0,16,4.5,0.0,3.5,3,17,0,0,AN,21.189327,12.368703,0.00044,0.0,0.000289,0.862804,110.00305,2,5,6,12,0,98,0,111,,2.2e-05,2.660707,0.004045,0.00138,0.00044,15.81232,5.944052,0.02423,80.02297
3.52,2.22,0.16,0.0,0.0,0.26,1.15,1.54,16,0.0,22.8,5.7,0,0,7,0,M,25.179669,0.00138,3.58055,88.68572,3.127069,0.169408,104.65905,68,12,4,1,97,98,0,100,,0.847047,2.2e-05,48.539391,3.736337,3.275869,15.02009,0.000289,0.0,119.45146
3.3,2.33,0.417,0.08,0.002,0.0,0.0,1.05,13,5.2,0.0,0.0,4,18,0,0,AN,0.004045,8.755695,5.80561,14.12387,0.000289,0.0,116.99574,5,0,0,0,7,4,0,109,,2.2e-05,2.2e-05,94.95399,0.00138,93.312551,0.92743,98.07675,0.0,108.49369
2.89,2.52,0.261,0.0,0.004,0.0,3.06,0.26,24,0.6,0.0,1.7,28,0,7,0,M,25.48093,5.611035,1.296471,100.0,0.014828,0.0,109.85752,10,20,11,3,20,2,0,100,,62.46501,2.2e-05,46.664993,2.377383,95.98867,0.0,5.994249,0.075006,115.97982
3.47,2.4,0.228,0.08,0.0,0.0,6.82,0.0,18,0.0,18.8,0.0,0,0,0,0,AN,5.690916,0.00138,1.498854,3.56562,5.225271,0.0,139.49631,6,18,4,14,2,4,0,103,,29.391177,1.50408,13.587025,3.712187,0.00044,100.0,6.239232,0.064547,121.27426
3.1,2.21,1.093,0.01,0.0,0.0,0.0,0.0,16,0.0,5.3,7.4,96,10,0,0,AN,4.676086,11.406091,0.00044,24.58258,98.07675,0.0,91.62011,12,0,0,90,84,4,0,100,,2.2e-05,2.2e-05,1.924543,2.193648,4.096083,23.43418,6.107628,0.0,80.02297
2.82,2.46,0.321,0.07,0.002,0.0,21.04,0.0,3,0.0,12.6,0.0,0,0,6,0,M,20.221998,0.00138,3.939738,100.0,0.000289,0.0,72.58052,12,17,0,99,6,5,0,100,,58.360288,2.2e-05,15.74961,8.36716,95.98867,0.0,0.000289,0.189987,110.41671
3.79,2.41,0.368,0.0,0.0,0.2,0.0,0.15,6,0.0,10.3,0.0,0,0,6,0,M,0.004045,7.48806,0.00044,0.0,0.000289,0.023175,82.89009,0,0,0,58,2,0,0,100,,2.2e-05,46.470314,94.95399,0.00138,0.00044,0.0,0.000289,0.005278,121.8642
3.28,2.72,0.02,0.0,0.0,0.0,0.0,1.85,9,0.0,0.0,1.3,0,0,100,0,AF,24.413511,0.00138,0.00044,76.61806,0.000289,0.0,108.63137,0,37,5,99,6,98,0,100,,13.028003,2.2e-05,81.190464,0.00138,0.00044,1.36872,2.707303,0.111293,94.91781
2.93,2.21,0.355,0.0,0.0,0.0,18.07,1.01,24,0.0,20.9,0.0,6,13,4,0,AN,25.224853,0.00138,4.809748,0.0,0.000289,0.103517,80.64667,0,98,7,0,80,6,0,100,,8.748447,13.277835,0.004045,0.00138,1.156092,2.94527,5.23116,0.119829,112.46307
2.99,2.49,0.199,0.0,0.003,0.0,21.04,0.92,3,0.6,14.7,4.9,8,76,38,0,M,0.004045,12.247164,0.00044,14.82882,0.320667,0.0,74.58897,0,0,9,67,97,1,0,100,,2.2e-05,2.2e-05,94.95399,14.161151,95.98867,12.0064,98.07675,0.0,108.05524
3.63,2.32,0.305,0.01,0.0,0.0,0.25,1.86,3,0.0,0.0,0.0,0,12,5,0,AN,13.066006,4.325062,0.00044,0.0,2.275339,0.0,47.12966,5,0,0,43,97,0,0,100,,22.38087,2.2e-05,0.004045,2.404208,0.00586,100.0,3.370412,0.028062,80.02297
2.86,2.57,0.169,0.0,0.002,0.0,1.19,0.76,3,2.3,17.1,4.9,0,16,6,0,M,0.004045,0.00138,0.00044,100.0,0.000289,0.040773,35.60635,11,22,0,33,6,6,0,100,,5.143777,2.2e-05,7.08666,13.547323,4.590823,0.0,55.695595,0.161055,80.02297
3.3,2.59,0.357,0.0,0.121,0.0,0.0,0.36,5,5.1,4.2,7.8,0,0,13,0,AN,94.95399,0.00138,0.00044,0.28895,1.163682,0.0,94.01885,0,91,8,0,21,98,0,100,,0.450726,2.721124,1.483751,11.391182,48.057203,0.0,1.619476,0.140242,80.02297
3.07,2.29,0.206,0.0,0.0,0.0,0.0,0.0,22,4.6,17.2,0.0,7,0,38,0,FP,21.660797,9.552878,4.575332,0.0,4.906768,0.105517,137.12478,0,2,0,41,62,6,0,110,,0.631088,3.913669,14.15297,0.00138,0.00044,91.5613,3.667835,0.0,111.68686
4.24,2.29,0.02,0.0,0.0,0.0,4.35,0.0,3,2.5,20.8,0.0,0,0,4,0,AN,17.282488,57.12141,5.816881,94.92882,0.000289,0.0,101.89772,0,23,0,99,5,98,0,100,,2.2e-05,5.714576,16.127293,0.00138,5.729658,100.0,5.92733,0.0,115.73446
2.91,2.7,0.36,0.12,0.004,0.0,0.0,0.0,15,41.5,0.0,3.8,96,0,0,0,FP,0.004045,2.379495,0.00044,20.3416,3.31412,0.0,81.35123,142,0,0,14,0,37,0,100,,2.2e-05,2.2e-05,94.95399,8.206454,0.232677,8.47203,0.797286,0.009962,153.7299
3.38,2.52,0.02,0.0,0.0,0.3,7.12,1.09,15,2.1,99.0,0.0,0,100,1,0,M,16.535308,0.00138,0.00044,11.51748,0.000289,0.033098,35.60635,10,5,0,0,2,1,0,100,,2.2e-05,2.2e-05,13.59173,9.359714,2.094319,85.68608,4.247391,0.219734,132.08905
3.34,2.29,0.321,0.0,0.002,0.68,0.97,0.0,3,19.8,4.2,0.0,0,100,1,0,M,0.004045,0.00138,7.623511,100.0,97.157887,0.074557,71.10384,0,0,0,99,97,98,0,101,,2.2e-05,0.475443,0.004045,0.00138,6.914452,99.48356,0.000289,0.086715,80.02297
3.15,2.18,0.137,0.0,0.0,0.12,0.56,0.0,24,0.0,5.9,0.0,0,0,5,0,AF,17.647339,0.00138,2.351497,100.0,4.416906,0.0,142.30944,0,0,6,3,97,4,0,107,,0.394451,2.2e-05,65.961455,0.00138,4.174777,1.36997,4.114325,0.0,137.79313
3.84,2.33,0.448,0.0,0.0,0.0,0.0,1.31,3,4.1,21.9,35.3,0,17,2,0,FP,25.823253,6.947068,0.00044,1.90951,4.394287,0.0,131.61597,0,0,0,5,2,12,0,102,,2.2e-05,1.222771,29.052377,11.394786,0.00044,0.0,0.000289,0.037909,80.02297
3.86,2.5,0.26,0.0,0.0,0.0,21.04,0.0,3,6.3,91.5,0.0,0,2,6,0,AN,0.004045,0.00138,4.68048,100.0,6.154415,0.0,88.87138,0,23,4,99,97,0,0,100,,2.2e-05,2.2e-05,77.346589,0.00138,0.384007,5.88855,3.841536,0.0,107.5254
2.92,2.73,0.139,0.0,0.0,0.43,0.0,0.17,4,2.1,7.1,0.0,4,100,7,0,M,7.340105,6.040202,0.00044,0.0,0.000289,0.0,40.03823,0,0,0,67,55,0,0,105,,2.2e-05,3.43501,23.67244,7.240019,1.785092,0.0,6.671397,0.019103,135.02188
3.39,2.21,0.109,0.0,0.0,0.0,21.04,2.29,24,0.0,7.5,6.4,0,88,0,0,M,16.108534,9.731364,7.75047,0.0,5.959979,0.0,58.09423,0,0,3,6,97,1,0,101,,2.2e-05,2.2e-05,27.845681,0.00138,95.98867,8.38352,5.674029,0.0,80.02297
3.64,2.39,0.311,0.02,0.0,0.0,8.16,0.23,4,20.7,15.0,0.5,0,16,6,0,AF,94.95399,5.323665,95.98867,88.46392,34.196211,0.0,153.62854,7,9,2,4,0,3,0,100,,19.279403,6.075074,20.127943,0.00138,1.7739,0.0,4.700889,0.0,102.28176
3.05,2.28,0.02,0.05,0.0,0.0,1.27,0.0,10,0.0,0.0,1.5,0,7,4,0,AF,92.989825,0.00138,0.00044,10.7895,5.401328,0.0,96.86419,0,12,0,0,97,71,0,100,,0.567581,2.2e-05,17.131705,11.99138,5.200275,7.6282,6.312619,0.131491,124.63324
2.73,2.71,0.02,0.0,0.007,0.0,21.04,0.8,9,6.1,18.4,9.0,0,92,3,0,AN,0.004045,0.00138,95.98867,92.87169,98.07675,0.0,61.28041,0,17,0,4,97,1,0,100,,2.2e-05,2.2e-05,70.410707,9.913941,0.00044,81.96036,3.235077,0.134553,108.66521
2.86,2.46,0.12,0.0,0.006,0.0,1.36,0.24,11,0.0,11.2,5.4,1,100,100,0,M,94.95399,7.968154,4.985547,0.0,0.000289,0.015854,81.32212,0,0,2,99,97,4,0,100,,2.2e-05,0.172475,0.004045,9.846939,7.567679,0.0,5.643491,0.0,80.02297
3.07,2.27,0.063,0.0,0.003,0.0,0.52,1.27,3,0.0,13.4,9.2,0,16,0,0,M,16.086897,1.042115,5.499511,8.37337,2.48922,0.0,90.65078,0,0,1,48,97,5,0,100,,2.2e-05,2.2e-05,94.95399,0.00138,7.371374,15.21224,1.50709,0.0,84.96658
3.95,2.69,0.02,0.0,0.0,0.0,0.0,0.94,9,0.0,1.8,0.0,1,19,93,0,AN,8.524884,10.006263,0.00044,100.0,5.454437,0.0,81.73266,0,13,1,3,11,0,0,100,,27.981574,2.2e-05,44.24198,0.00138,0.00044,100.0,1.760335,0.17796,126.42608
3.58,2.38,0.386,0.0,0.0,0.23,21.04,0.0,3,0.0,25.6,0.0,42,19,100,0,AN,11.209347,10.936092,0.00044,23.37534,3.240071,0.094927,77.58607,4,73,2,58,16,3,0,100,,2.2e-05,2.2e-05,94.95399,1.603503,0.00044,100.0,3.206906,0.037609,110.87866
3.35,2.27,0.357,0.0,0.0,0.97,4.66,0.75,11,0.0,18.9,0.0,96,68,6,0,FP,94.95399,0.219722,0.00044,100.0,2.40398,0.0,109.40748,12,24,0,2,20,55,0,100,,3.925246,1.191528,17.538381,45.965426,2.418141,1.78093,4.143098,0.162177,88.32026
3.27,2.41,0.049,0.0,0.0,0.0,21.04,0.0,24,0.0,9.5,0.0,2,86,6,0,M,14.896647,0.00138,0.00044,0.0,0.000289,0.0,70.35496,3,0,0,0,1,3,0,102,,2.2e-05,2.2e-05,94.95399,57.12141,6.065032,78.29342,98.07675,0.053571,127.69
2.86,2.44,0.232,0.13,0.0,0.0,21.04,0.0,12,4.4,24.2,0.0,2,0,6,0,M,46.660524,10.466495,7.897552,0.0,3.073688,0.108177,120.62403,2,0,0,99,0,98,0,168,,2.2e-05,6.746744,3.875442,4.074975,6.175436,0.0,0.000289,0.040045,80.02297
3.16,2.49,0.02,0.0,0.004,0.0,0.0,0.95,13,3.3,0.0,4.0,0,0,5,0,AN,16.731608,0.00138,7.026548,100.0,0.000289,0.0,55.76068,11,100,1,99,22,76,0,100,,2.2e-05,2.2e-05,22.182923,0.00138,6.959959,0.0,6.001447,0.049244,86.50908
3.12,2.37,0.2,1.12,0.0,0.0,0.0,0.0,3,0.9,0.0,1.7,0,57,7,0,AN,74.296729,5.235394,0.00044,4.48475,0.000289,0.019732,90.38175,31,0,28,0,0,98,0,100,,2.2e-05,10.985621,15.013176,13.785653,0.00044,0.0,0.111966,0.029092,94.85648
3.48,2.67,0.199,0.0,0.004,0.41,0.0,1.35,11,0.9,18.2,6.1,0,2,6,0,M,12.997203,0.00138,0.00044,12.63678,0.000289,0.010684,77.27266,12,0,9,0,14,2,0,100,,2.572005,8.614131,16.017373,13.687379,4.270837,95.41621,0.799793,0.0,80.02297
3.41,2.27,0.24,0.0,0.0,0.0,0.0,0.0,16,4.6,8.4,4.6,0,90,7,0,M,25.800382,0.00138,0.00044,0.0,2.99609,0.0,107.10154,3,7,11,0,17,98,0,100,,2.2e-05,2.2e-05,25.668435,8.223668,0.00044,0.0,2.187396,0.0,92.39039
2.99,2.39,0.167,0.11,0.0,0.42,0.0,0.0,12,3.9,17.3,0.1,0,18,6,0,M,19.510012,0.00138,0.00044,2.30069,0.000289,0.168677,135.4477,0,8,6,0,0,5,0,100,,6.13457,1.804279,21.488526,9.090078,0.00044,69.04187,27.395329,0.191843,97.93005
3.93,2.49,0.209,1.17,0.006,0.0,0.0,0.18,24,6.4,23.4,4.6,0,0,0,0,AF,51.381863,3.72019,5.683006,16.39352,0.000289,0.0,101.3823,10,78,0,99,62,0,0,100,,2.2e-05,3.406645,15.967857,5.654311,0.815129,85.47039,98.07675,0.0,104.59184
3.28,2.7,0.447,0.41,0.0,0.21,8.31,0.19,9,0.0,64.2,0.0,0,7,0,0,AN,0.004045,0.00138,4.214944,5.888,2.71186,0.145349,127.53799,0,0,0,0,0,0,0,102,,2.2e-05,3.262514,92.956946,8.431179,0.00044,100.0,0.000289,0.044096,107.58045
3.73,2.39,0.385,0.0,0.0,0.0,0.54,0.0,9,5.8,99.0,1.9,1,0,6,0,M,82.078283,8.486708,0.00044,2.77026,0.000289,0.0,107.42885,0,0,3,3,68,0,0,165,,2.2e-05,2.2e-05,94.95399,0.00138,0.326294,5.41126,0.000289,0.060446,129.18726
3.68,2.33,0.334,0.0,0.0,3.41,1.18,1.34,8,0.0,31.2,0.0,0,88,6,0,M,94.95399,0.00138,5.665581,70.85317,1.015522,0.146175,102.19918,0,0,0,0,20,98,0,104,,62.46501,2.998386,94.95399,4.937124,5.829445,0.65782,0.000289,0.0,124.44608
3.25,2.2,0.296,0.0,0.0,0.0,0.85,0.0,8,0.0,99.0,5.8,4,0,6,0,M,24.665114,0.096826,0.00044,0.0,3.684536,0.0,45.20945,8,0,1,1,91,6,0,100,,2.2e-05,24.508329,0.004045,16.194686,0.00044,4.74678,2.947107,0.0,92.56195
3.67,2.39,0.416,0.15,0.0,0.0,0.39,0.0,16,1.4,13.7,0.0,0,9,5,0,FP,0.004045,17.23612,95.98867,0.0,3.93594,0.0,124.89189,0,100,0,99,0,98,0,151,,2.2e-05,62.46501,0.004045,7.893485,0.025538,23.37467,98.07675,0.172213,80.77652
3.0,2.58,0.238,0.13,0.0,0.19,0.0,1.49,14,0.0,31.3,0.0,0,15,4,0,AN,11.972581,12.712205,0.674335,93.96996,2.936959,0.13905,84.84763,4,0,0,43,0,77,0,100,,4.629011,16.918612,0.004045,3.080101,0.00044,4.54612,3.314669,0.086563,115.01458
2.94,2.73,0.251,0.16,0.0,0.0,0.0,0.0,21,4.2,42.0,0.0,0,45,4,0,FP,78.455427,1.419091,1.634177,0.0,5.020151,0.125033,143.75833,2,0,0,64,0,98,0,100,,0.717128,1.239286,79.740536,0.00138,0.872355,19.23322,1.599046,0.0,80.02297
3.81,2.54,0.456,0.0,0.0,0.0,11.3,1.45,3,0.0,68.3,0.0,0,8,0,0,M,5.042679,8.170953,7.707981,10.78959,2.679705,0.0,112.37805,0,0,7,99,76,0,0,100,,10.78327,2.2e-05,8.582141,0.00138,6.950749,11.75339,5.82531,0.005554,117.68843
2.73,2.73,0.074,0.51,0.007,0.0,0.0,0.05,16,0.5,0.0,0.0,0,21,1,0,FP,2.809086,0.00138,2.851322,0.0,0.000289,0.0,35.60635,0,22,0,5,0,5,0,112,,1.943224,28.796714,7.177631,0.00138,0.00044,1.64411,4.107575,0.042766,91.52103
3.9,2.41,0.457,0.0,0.002,0.2,0.0,0.39,13,0.0,26.8,2.8,0,16,5,0,AN,23.063132,12.699222,4.457628,0.0,3.143036,0.088246,78.80119,4,2,0,12,5,36,0,100,,2.2e-05,41.926169,35.350685,0.00138,0.00044,95.94148,98.07675,0.0,88.86192
3.04,2.34,0.313,0.0,0.006,0.0,21.04,0.28,18,0.0,27.0,0.0,5,13,0,0,AF,0.004045,7.909819,7.994074,1.68729,98.07675,0.0,80.96932,3,21,0,8,84,1,0,100,,2.2e-05,6.785413,0.004045,12.135715,5.499851,0.0,2.884076,0.02429,99.02066
2.82,2.36,0.166,0.0,0.005,0.05,0.81,0.0,5,4.9,26.1,0.0,2,0,6,0,AN,15.273467,7.054008,6.989072,0.0,98.07675,0.0,129.69233,0,29,3,99,8,98,0,100,,2.2e-05,3.758565,0.004045,0.00138,0.00044,0.0,4.68789,0.004461,117.93372
2.86,2.69,0.02,0.13,0.001,0.0,0.0,1.35,24,3.5,99.0,8.1,4,0,3,0,AN,67.277729,2.492169,5.521837,0.0,0.000289,0.0,103.21399,0,0,0,7,82,4,0,102,,7.28676,3.2806,0.004045,11.710034,1.711571,0.0,2.232149,0.061526,131.11169
3.88,2.08,0.138,0.04,0.0,0.0,21.04,0.0,5,0.2,7.9,0.0,0,0,7,0,M,24.237608,31.450627,6.154226,0.0,0.000289,0.090721,110.76252,3,18,4,99,5,98,0,104,,2.2e-05,6.313232,0.004045,1.624067,0.00044,91.39744,5.712695,0.0,80.02297
3.1,2.08,0.028,0.0,0.006,0.0,0.0,0.63,9,7.1,37.3,4.4,68,0,3,0,M,76.375389,0.589832,0.00044,23.06154,0.000289,0.0,71.79808,12,65,1,51,19,0,0,100,,22.640242,2.2e-05,94.95399,4.930742,0.396247,0.0,0.000289,0.0158,121.61305
2.95,2.35,0.169,0.06,0.002,0.0,21.04,0.0,18,22.2,24.6,0.0,0,100,4,0,M,0.004045,0.00138,3.09315,12.58823,2.002669,0.0,129.38269,7,15,3,15,4,6,0,100,,2.2e-05,2.2e-05,45.420136,0.00138,4.69301,11.61895,2.001345,0.18126,80.02297
3.92,2.19,0.397,0.0,0.0,0.12,1.38,0.0,3,0.0,7.8,0.0,0,0,0,0,AN,20.201624,38.969346,4.300278,23.46637,0.000289,0.0,82.88315,11,0,12,0,0,98,0,100,,2.2e-05,2.2e-05,94.95399,0.373817,2.27249,91.26983,0.900351,0.156128,134.74922
2.99,2.47,0.02,0.0,0.002,0.43,0.0,1.2,19,0.0,26.0,5.2,4,0,0,0,AN,1.892853,12.235933,6.488727,0.0,98.07675,0.0,128.22597,0,14,0,4,97,7,0,100,,41.117959,2.2e-05,5.316638,2.392337,0.00044,8.98126,2.348705,0.0,103.91858
3.09,2.62,0.375,0.13,0.0,0.0,21.04,0.18,14,0.0,21.2,5.4,0,0,1,0,M,0.619659,2.830591,95.98867,83.30066,0.000289,0.113799,119.29372,0,0,0,6,5,5,0,100,,11.337718,4.665869,31.586142,6.274916,7.268144,2.74327,3.845313,0.092703,82.02948
3.05,2.32,0.4,0.0,0.004,0.0,21.04,0.0,9,7.2,26.8,0.0,0,0,1,0,FP,0.004045,0.00138,0.00044,15.73912,2.439141,0.0,94.39271,80,24,0,99,9,6,0,115,,2.2e-05,1.298618,7.760631,6.421819,3.094408,21.14116,98.07675,0.033067,80.02297
3.88,2.48,0.157,0.0,0.0,0.18,0.0,1.65,3,0.0,81.7,0.0,2,16,65,0,AN,17.486336,57.12141,0.404139,13.17671,2.591591,0.040399,48.734,1,2,0,0,0,0,0,100,,2.2e-05,2.30484,4.495602,0.00138,0.00044,13.86602,5.869796,0.0,80.02297
3.83,2.34,0.387,0.0,0.001,0.0,14.6,0.0,12,0.0,99.0,0.0,0,0,67,0,AN,0.004045,5.484821,4.622205,13.90461,0.000289,0.0,123.09449,3,0,0,5,78,0,0,122,,2.2e-05,5.765109,0.004045,0.00138,0.00044,0.0,98.07675,0.088849,135.95869
3.53,2.63,0.037,0.0,0.0,4.35,0.0,0.36,8,0.0,0.0,0.0,0,18,22,0,AF,0.004045,6.013483,0.00044,6.56673,44.235336,0.0,35.60635,12,0,9,0,97,3,0,100,,2.2e-05,2.2e-05,94.95399,0.627507,0.659085,23.18848,98.07675,0.0,80.02297
4.01,2.24,0.02,0.0,0.0,0.0,1.54,0.0,16,15.1,99.0,0.0,0,75,0,0,AN,0.004045,6.455463,6.727924,0.0,5.148559,0.0,73.77536,7,21,0,6,15,98,0,100,,2.2e-05,2.078599,69.532631,0.00138,95.98867,100.0,5.480595,0.128739,105.73869
4.04,2.27,0.278,0.0,0.0,0.41,0.34,0.2,15,0.0,18.1,0.0,0,100,1,0,M,82.939085,5.550604,2.428899,10.37801,2.225056,0.122867,70.20864,0,0,0,40,18,98,0,100,,2.856877,0.017381,17.066835,9.182238,7.609194,100.0,0.000289,0.132413,130.2994
2.81,2.21,0.155,0.17,0.003,0.0,21.04,0.92,9,0.0,6.3,0.0,96,4,3,0,M,2.901906,4.068931,1.392907,0.0,3.228117,0.0,144.47774,0,7,0,1,0,98,0,148,,2.2e-05,5.945899,16.521124,12.064822,95.98867,4.99855,0.000289,0.157317,107.98621
2.87,2.73,0.028,0.0,0.001,0.0,15.78,1.34,16,1.3,0.0,0.0,0,16,0,0,M,83.479969,9.671236,95.98867,0.0,0.000289,0.024858,132.30156,1,2,2,99,0,2,0,100,,2.2e-05,6.404979,70.40745,0.00138,0.00044,88.39111,0.000289,0.087139,99.88899
3.43,2.42,0.091,0.0,0.0,0.0,20.43,0.0,5,27.7,8.0,0.0,0,19,2,0,AN,13.895338,0.00138,0.00044,13.212,0.000289,0.0,78.88755,0,0,10,99,13,5,0,100,,2.2e-05,2.2e-05,0.004045,0.00138,0.00044,0.0,20.2181,0.096958,104.78825
3.19,2.46,0.341,0.0,0.004,0.0,0.0,2.31,12,0.0,22.9,6.8,0,0,3,0,M,25.587019,1.70963,30.673627,21.89696,0.000289,0.0,74.30875,12,0,4,0,17,0,0,100,,2.2e-05,0.968198,0.004045,0.00138,0.00044,6.46169,5.770085,0.097244,80.02297
3.55,2.27,0.214,0.0,0.0,0.26,0.0,1.86,3,5.9,21.4,19.4,0,0,6,0,M,6.459875,32.986944,0.624858,10.09461,87.622683,0.0,116.96119,12,11,3,78,13,0,0,100,,0.714981,2.2e-05,18.367905,13.406465,7.87476,2.42715,0.000289,0.0,82.11308
